[22518.970207] foreground_evict = 0
[22518.970210] background_evict = 0
[22518.970211] foreground_refault = 0
[22518.970213] background_refault = 0
[22518.970214] foreground_fault = 0
[22518.970215] background_fault = 0
[22524.176023] google_charger: usbchg=USB typec=C usbv=4884 usbc=488 usbMv=5000 usbMc=500
[22524.176126] sm8150_bms: MSC_PCS chg_state=1f4113004010009 [0x9:4:1:4400:500] chg=u
[22524.176142] google_battery: MSC_DIN chg_state=1f4113004010009 f=0x9 chg_s=Charging chg_t=Taper vchg=4400 icl=500
[22524.180239] google_battery: MSC_LAST vbatt=4392031 ibatt=-128750 fv_uv=4400000
[22524.180266] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[22524.180281] google_battery: MSC_VOTE fv_uv=4400000 cc_max=1400000 update_interval=30000
[22524.180342] google_charger: MSC_CHG fv_uv=4400000, cc_max=1400000, rerun in 30000 ms (0)
[22524.365045] sm8150_bms: MSC_PCS chg_state=1f4112403010015 [0x15:3:1:4388:500] chg=u
[22524.373878] healthd: battery l=100 v=4380 t=31.1 h=2 st=5 c=7 fc=2878000 cc=7 chg=u
[22524.374126] google_charger: usbchg=USB typec=C usbv=4869 usbc=487 usbMv=5000 usbMc=500
[22524.374243] sm8150_bms: MSC_PCS chg_state=1f4112403010015 [0x15:3:1:4388:500] chg=u
[22524.374260] google_battery: MSC_DIN chg_state=1f4112403010015 f=0x15 chg_s=Charging chg_t=Fast vchg=4388 icl=500
[22524.377470] google_battery: MSC_DSG vbatt_idx:2->2 vbatt=4380937 ibatt=7187 fv_uv=4400000 cv_cnt=0 ov_cnt=0
[22524.377551] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[22524.377556] google_battery: MSC_VOTE fv_uv=4400000 cc_max=1400000 update_interval=30000
[22524.377588] google_charger: MSC_CHG fv_uv=4400000, cc_max=1400000, rerun in 30000 ms (0)
[24059.317960] after: swapin tgid 15666 pid 15753 name "lru-sync-thread" vma 7ea4d91000
[24059.464095] google_charger: usbchg=USB typec=C usbv=4864 usbc=489 usbMv=5000 usbMc=500
[24059.464204] sm8150_bms: MSC_PCS chg_state=1f4110d04030019 [0x19:4:3:4365:500] chg=u
[24059.464223] google_battery: MSC_DIN chg_state=1f4110d04030019 f=0x19 chg_s=Not Charging chg_t=Taper vchg=4365 icl=500
[24059.467571] google_battery: MSC_LAST vbatt=4364531 ibatt=-115937 fv_uv=4400000
[24059.467590] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[24059.467600] google_battery: MSC_VOTE fv_uv=4400000 cc_max=0 update_interval=-1
[24059.467644] google_charger: MSC_CHG fv_uv=4400000, cc_max=0, rerun in 2000 ms (0)
[24060.066744] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e4e4ca000
[24060.078297] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7a8bf000
[24061.469817] google_charger: usbchg=USB typec=C usbv=4873 usbc=488 usbMv=5000 usbMc=500
[24061.469931] sm8150_bms: MSC_PCS chg_state=1f4110404030019 [0x19:4:3:4356:500] chg=u
[24061.469955] google_battery: MSC_DIN chg_state=1f4110404030019 f=0x19 chg_s=Not Charging chg_t=Taper vchg=4356 icl=500
[24061.474098] google_battery: MSC_DSG vbatt_idx:2->2 vbatt=4347500 ibatt=2187 fv_uv=4400000 cv_cnt=0 ov_cnt=0
[24061.474118] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[24061.474128] google_battery: MSC_VOTE fv_uv=4400000 cc_max=0 update_interval=-1
[24061.474170] google_charger: MSC_CHG fv_uv=4400000, cc_max=0, rerun in 2000 ms (0)
[24063.475995] google_charger: usbchg=USB typec=C usbv=4932 usbc=419 usbMv=5000 usbMc=500
[24063.476122] sm8150_bms: MSC_PCS chg_state=1f4110f04030009 [0x9:4:3:4367:500] chg=u
[24063.476142] google_battery: MSC_DIN chg_state=1f4110f04030009 f=0x9 chg_s=Not Charging chg_t=Taper vchg=4367 icl=500
[24063.480893] google_battery: MSC_DSG vbatt_idx:2->2 vbatt=4352031 ibatt=1875 fv_uv=4400000 cv_cnt=0 ov_cnt=0
[24063.480915] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[24063.480926] google_battery: MSC_VOTE fv_uv=4400000 cc_max=0 update_interval=-1
[24063.480988] google_charger: MSC_CHG fv_uv=4400000, cc_max=0, rerun in 2000 ms (0)
[24063.718221] healthd: battery l=100 v=4330 t=31.1 h=2 st=5 c=240 fc=2878000 cc=7 chg=u
[24063.734556] after: swapin tgid 15666 pid 16214 name "Binder:15666_7" vma 7f2d717000
[24063.735204] after: swapin tgid 15666 pid 15716 name "LacrimaBroadcas" vma 7eaee29000
[24063.735272] after: swapin tgid 15666 pid 15716 name "LacrimaBroadcas" vma 7eaee2a000
[24063.735350] after: swapin tgid 15666 pid 15716 name "LacrimaBroadcas" vma 7f39896000
[24063.735385] after: swapin tgid 15666 pid 15716 name "LacrimaBroadcas" vma 7e77292000
[24063.735429] after: swapin tgid 15666 pid 15716 name "LacrimaBroadcas" vma 7eaee2b000
[24063.735457] after: swapin tgid 15666 pid 15716 name "LacrimaBroadcas" vma 7f3986d000
[24063.735485] after: swapin tgid 15666 pid 15716 name "LacrimaBroadcas" vma 7f39886000
[24063.735510] after: swapin tgid 15666 pid 15716 name "LacrimaBroadcas" vma 7e77293000
[24063.735542] after: swapin tgid 15666 pid 15716 name "LacrimaBroadcas" vma 7ea43b9000
[24063.735569] after: swapin tgid 15666 pid 15716 name "LacrimaBroadcas" vma 7e772e5000
[24063.735604] after: swapin tgid 15666 pid 15716 name "LacrimaBroadcas" vma 7e772e6000
[24063.735634] after: swapin tgid 15666 pid 15716 name "LacrimaBroadcas" vma 7e772e7000
[24064.303686] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1009): QC_IMAGE_VERSION_STRING=VIDEO.IR.1.2-00024-PROD-1
[24064.303696] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24064.303702] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1012): BUILD_TIME: Sep 12 2019 06:11:37
[24064.303706] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24064.308557] msm_vidc: info: Closed video instance: 0000000000000000
[24064.315712] msm_vidc: info: Closed video instance: 0000000000000000
[24065.214438] binder: undelivered transaction 30400758, process died.
[24065.214451] binder: undelivered transaction 30400759, process died.
[24065.214454] binder: undelivered transaction 30400760, process died.
[24065.461368] msm_vidc: info: Opening video instance: 0000000000000000, 1
[24065.464177] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1009): QC_IMAGE_VERSION_STRING=VIDEO.IR.1.2-00024-PROD-1
[24065.464184] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24065.464189] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1012): BUILD_TIME: Sep 12 2019 06:11:37
[24065.464193] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24065.464274] msm_vidc:  err: This control 980928 is not supported yet
[24065.467799] msm_vidc:  err: This control 980928 is not supported yet
[24065.467816] msm_vidc:  err: This control 980927 is not supported yet
[24065.476326] after: swapin tgid 15666 pid 15666 name "stagram.android" vma 7f3984a000
[24065.476374] after: swapin tgid 15666 pid 15666 name "stagram.android" vma 7f39839000
[24065.476399] after: swapin tgid 15666 pid 15666 name "stagram.android" vma 7f3983a000
[24065.476426] after: swapin tgid 15666 pid 15666 name "stagram.android" vma 7f39842000
[24065.476449] after: swapin tgid 15666 pid 15666 name "stagram.android" vma 7f39890000
[24065.476472] after: swapin tgid 15666 pid 15666 name "stagram.android" vma 7f39845000
[24065.483078] google_charger: usbchg=USB typec=C usbv=4874 usbc=486 usbMv=5000 usbMc=500
[24065.483175] sm8150_bms: MSC_PCS chg_state=1f4108b04030019 [0x19:4:3:4235:500] chg=u
[24065.483188] google_battery: MSC_DIN chg_state=1f4108b04030019 f=0x19 chg_s=Not Charging chg_t=Taper vchg=4235 icl=500
[24065.488137] google_battery: MSC_DSG vbatt_idx:2->2 vbatt=4282343 ibatt=179375 fv_uv=4400000 cv_cnt=0 ov_cnt=0
[24065.488148] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[24065.488152] google_battery: MSC_VOTE fv_uv=4400000 cc_max=0 update_interval=-1
[24065.488178] google_charger: MSC_CHG fv_uv=4400000, cc_max=0, rerun in 2000 ms (0)
[24065.493213] msm_vidc:  err: This control 980927 is not supported yet
[24065.502316] msm_vidc: info: Opening video instance: 0000000000000000, 1
[24065.504848] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1009): QC_IMAGE_VERSION_STRING=VIDEO.IR.1.2-00024-PROD-1
[24065.504855] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24065.504860] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1012): BUILD_TIME: Sep 12 2019 06:11:37
[24065.504864] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24065.504912] msm_vidc:  err: This control 980928 is not supported yet
[24065.508819] msm_vidc:  err: This control 980928 is not supported yet
[24065.508837] msm_vidc:  err: This control 980927 is not supported yet
[24065.520856] msm_vidc:  err: This control 980927 is not supported yet
[24067.489808] google_charger: usbchg=USB typec=C usbv=4872 usbc=486 usbMv=5000 usbMc=500
[24067.489898] sm8150_bms: MSC_PCS chg_state=1f4110604030019 [0x19:4:3:4358:500] chg=u
[24067.489908] google_battery: MSC_DIN chg_state=1f4110604030019 f=0x19 chg_s=Not Charging chg_t=Taper vchg=4358 icl=500
[24067.493525] google_battery: MSC_DSG vbatt_idx:2->2 vbatt=4270937 ibatt=924687 fv_uv=4400000 cv_cnt=0 ov_cnt=0
[24067.493535] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[24067.493539] google_battery: MSC_VOTE fv_uv=4400000 cc_max=0 update_interval=-1
[24067.493569] google_charger: MSC_CHG fv_uv=4400000, cc_max=0, rerun in 2000 ms (0)
[24069.495860] google_charger: usbchg=USB typec=C usbv=4869 usbc=487 usbMv=5000 usbMc=500
[24069.495985] sm8150_bms: MSC_PCS chg_state=1f4110104030019 [0x19:4:3:4353:500] chg=u
[24069.496008] google_battery: MSC_DIN chg_state=1f4110104030019 f=0x19 chg_s=Not Charging chg_t=Taper vchg=4353 icl=500
[24069.499418] google_battery: MSC_LAST vbatt=4351093 ibatt=-76250 fv_uv=4400000
[24069.499431] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[24069.499436] google_battery: MSC_VOTE fv_uv=4400000 cc_max=0 update_interval=-1
[24069.499472] google_charger: MSC_CHG fv_uv=4400000, cc_max=0, rerun in 2000 ms (0)
[24071.319024] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1009): QC_IMAGE_VERSION_STRING=VIDEO.IR.1.2-00024-PROD-1
[24071.319032] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24071.319039] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1012): BUILD_TIME: Sep 12 2019 06:11:37
[24071.319043] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24071.322650] msm_vidc: info: Closed video instance: 0000000000000000
[24071.330492] msm_vidc: info: Closed video instance: 0000000000000000
[24071.501388] google_charger: usbchg=USB typec=C usbv=4873 usbc=487 usbMv=5000 usbMc=500
[24071.501597] sm8150_bms: MSC_PCS chg_state=1f410d604030019 [0x19:4:3:4310:500] chg=u
[24071.501610] google_battery: MSC_DIN chg_state=1f410d604030019 f=0x19 chg_s=Not Charging chg_t=Taper vchg=4310 icl=500
[24071.505606] google_battery: MSC_DSG vbatt_idx:2->2 vbatt=4249531 ibatt=527812 fv_uv=4400000 cv_cnt=0 ov_cnt=0
[24071.505616] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[24071.505620] google_battery: MSC_VOTE fv_uv=4400000 cc_max=0 update_interval=-1
[24071.505645] google_charger: MSC_CHG fv_uv=4400000, cc_max=0, rerun in 2000 ms (0)
[24072.479522] msm_vidc: info: Opening video instance: 0000000000000000, 1
[24072.482525] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1009): QC_IMAGE_VERSION_STRING=VIDEO.IR.1.2-00024-PROD-1
[24072.482528] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24072.482530] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1012): BUILD_TIME: Sep 12 2019 06:11:37
[24072.482532] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24072.482564] msm_vidc:  err: This control 980928 is not supported yet
[24072.484664] msm_vidc:  err: This control 980928 is not supported yet
[24072.484668] msm_vidc:  err: This control 980927 is not supported yet
[24072.497760] msm_vidc:  err: This control 980927 is not supported yet
[24072.545619] msm_vidc: info: Opening video instance: 0000000000000000, 1
[24072.547971] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1009): QC_IMAGE_VERSION_STRING=VIDEO.IR.1.2-00024-PROD-1
[24072.547974] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24072.547976] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1012): BUILD_TIME: Sep 12 2019 06:11:37
[24072.547977] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24072.548007] msm_vidc:  err: This control 980928 is not supported yet
[24072.550584] msm_vidc:  err: This control 980928 is not supported yet
[24072.550600] msm_vidc:  err: This control 980927 is not supported yet
[24072.562511] msm_vidc:  err: This control 980927 is not supported yet
[24073.376902] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7a8c0000
[24073.507535] google_charger: usbchg=USB typec=C usbv=4873 usbc=488 usbMv=5000 usbMc=500
[24073.507649] sm8150_bms: MSC_PCS chg_state=1f4110704030019 [0x19:4:3:4359:500] chg=u
[24073.507664] google_battery: MSC_DIN chg_state=1f4110704030019 f=0x19 chg_s=Not Charging chg_t=Taper vchg=4359 icl=500
[24073.512241] google_battery: MSC_LAST vbatt=4353281 ibatt=-937 fv_uv=4400000
[24073.512255] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[24073.512260] google_battery: MSC_VOTE fv_uv=4400000 cc_max=0 update_interval=-1
[24073.512296] google_charger: MSC_CHG fv_uv=4400000, cc_max=0, rerun in 2000 ms (0)
[24075.514200] google_charger: usbchg=USB typec=C usbv=4865 usbc=488 usbMv=5000 usbMc=500
[24075.514344] sm8150_bms: MSC_PCS chg_state=1f4111104030019 [0x19:4:3:4369:500] chg=u
[24075.514373] google_battery: MSC_DIN chg_state=1f4111104030019 f=0x19 chg_s=Not Charging chg_t=Taper vchg=4369 icl=500
[24075.519269] google_battery: MSC_DSG vbatt_idx:2->2 vbatt=4353125 ibatt=937 fv_uv=4400000 cv_cnt=0 ov_cnt=0
[24075.519295] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[24075.519306] google_battery: MSC_VOTE fv_uv=4400000 cc_max=0 update_interval=-1
[24075.519369] google_charger: MSC_CHG fv_uv=4400000, cc_max=0, rerun in 2000 ms (0)
[24077.521570] google_charger: usbchg=USB typec=C usbv=4955 usbc=238 usbMv=5000 usbMc=500
[24077.521720] sm8150_bms: MSC_PCS chg_state=1f4111404030009 [0x9:4:3:4372:500] chg=u
[24077.521747] google_battery: MSC_DIN chg_state=1f4111404030009 f=0x9 chg_s=Not Charging chg_t=Taper vchg=4372 icl=500
[24077.525214] google_battery: MSC_DSG vbatt_idx:2->2 vbatt=4354843 ibatt=3750 fv_uv=4400000 cv_cnt=0 ov_cnt=0
[24077.525241] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[24077.525252] google_battery: MSC_VOTE fv_uv=4400000 cc_max=0 update_interval=-1
[24077.525437] google_charger: MSC_CHG fv_uv=4400000, cc_max=0, rerun in 2000 ms (0)
[24078.382398] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1009): QC_IMAGE_VERSION_STRING=VIDEO.IR.1.2-00024-PROD-1
[24078.382409] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24078.382416] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1012): BUILD_TIME: Sep 12 2019 06:11:37
[24078.382421] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24078.387323] msm_vidc: info: Closed video instance: 0000000000000000
[24078.394460] msm_vidc: info: Closed video instance: 0000000000000000
[24079.529734] google_charger: usbchg=USB typec=C usbv=4867 usbc=487 usbMv=5000 usbMc=500
[24079.529836] sm8150_bms: MSC_PCS chg_state=1f4106f04030019 [0x19:4:3:4207:500] chg=u
[24079.529854] google_battery: MSC_DIN chg_state=1f4106f04030019 f=0x19 chg_s=Not Charging chg_t=Taper vchg=4207 icl=500
[24079.534469] google_battery: MSC_DSG vbatt_idx:2->2 vbatt=4319687 ibatt=121562 fv_uv=4400000 cv_cnt=0 ov_cnt=0
[24079.534484] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[24079.534491] google_battery: MSC_VOTE fv_uv=4400000 cc_max=0 update_interval=-1
[24079.534526] google_charger: MSC_CHG fv_uv=4400000, cc_max=0, rerun in 2000 ms (0)
[24079.538662] msm_vidc: info: Opening video instance: 0000000000000000, 1
[24079.541629] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1009): QC_IMAGE_VERSION_STRING=VIDEO.IR.1.2-00024-PROD-1
[24079.541638] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24079.541644] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1012): BUILD_TIME: Sep 12 2019 06:11:37
[24079.541648] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24079.541698] msm_vidc:  err: This control 980928 is not supported yet
[24079.544439] msm_vidc:  err: This control 980928 is not supported yet
[24079.544456] msm_vidc:  err: This control 980927 is not supported yet
[24079.572270] msm_vidc:  err: This control 980927 is not supported yet
[24079.585176] msm_vidc: info: Opening video instance: 0000000000000000, 1
[24079.588108] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1009): QC_IMAGE_VERSION_STRING=VIDEO.IR.1.2-00024-PROD-1
[24079.588111] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24079.588113] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1012): BUILD_TIME: Sep 12 2019 06:11:37
[24079.588115] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24079.588168] msm_vidc:  err: This control 980928 is not supported yet
[24079.591409] msm_vidc:  err: This control 980928 is not supported yet
[24079.591425] msm_vidc:  err: This control 980927 is not supported yet
[24079.603594] msm_vidc:  err: This control 980927 is not supported yet
[24081.202333] swapout tgid 15666 pid 15666 name "stagram.android" vma 7fbe1b6000
[24081.202363] swapout tgid 4053 pid 4053 name "am.android:mqtt" vma 7fbe1b6000
[24081.206408] swapout tgid 15666 pid 15666 name "stagram.android" vma 7eae530000
[24081.206545] swapout tgid 15666 pid 15666 name "stagram.android" vma 70550000
[24081.206557] swapout tgid 4053 pid 4053 name "am.android:mqtt" vma 70550000
[24081.207516] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2dcda000
[24081.536962] google_charger: usbchg=USB typec=C usbv=4872 usbc=488 usbMv=5000 usbMc=500
[24081.537068] sm8150_bms: MSC_PCS chg_state=1f4111104030019 [0x19:4:3:4369:500] chg=u
[24081.537085] google_battery: MSC_DIN chg_state=1f4111104030019 f=0x19 chg_s=Not Charging chg_t=Taper vchg=4369 icl=500
[24081.540620] google_battery: MSC_DSG vbatt_idx:2->2 vbatt=4308281 ibatt=371875 fv_uv=4400000 cv_cnt=0 ov_cnt=0
[24081.540632] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[24081.540636] google_battery: MSC_VOTE fv_uv=4400000 cc_max=0 update_interval=-1
[24081.540670] google_charger: MSC_CHG fv_uv=4400000, cc_max=0, rerun in 2000 ms (0)
[24083.542902] google_charger: usbchg=USB typec=C usbv=4869 usbc=489 usbMv=5000 usbMc=500
[24083.543044] sm8150_bms: MSC_PCS chg_state=1f4110204030019 [0x19:4:3:4354:500] chg=u
[24083.543072] google_battery: MSC_DIN chg_state=1f4110204030019 f=0x19 chg_s=Not Charging chg_t=Taper vchg=4354 icl=500
[24083.547242] google_battery: MSC_LAST vbatt=4348750 ibatt=0 fv_uv=4400000
[24083.547266] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[24083.547276] google_battery: MSC_VOTE fv_uv=4400000 cc_max=0 update_interval=-1
[24083.547337] google_charger: MSC_CHG fv_uv=4400000, cc_max=0, rerun in 2000 ms (0)
[24085.413141] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1009): QC_IMAGE_VERSION_STRING=VIDEO.IR.1.2-00024-PROD-1
[24085.413150] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24085.413155] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1012): BUILD_TIME: Sep 12 2019 06:11:37
[24085.413159] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24085.417520] msm_vidc: info: Closed video instance: 0000000000000000
[24085.423690] msm_vidc: info: Closed video instance: 0000000000000000
[24085.548874] google_charger: usbchg=USB typec=C usbv=4865 usbc=486 usbMv=5000 usbMc=500
[24085.548970] sm8150_bms: MSC_PCS chg_state=1f410e104030019 [0x19:4:3:4321:500] chg=u
[24085.548982] google_battery: MSC_DIN chg_state=1f410e104030019 f=0x19 chg_s=Not Charging chg_t=Taper vchg=4321 icl=500
[24085.552623] google_battery: MSC_DSG vbatt_idx:2->2 vbatt=4276875 ibatt=902187 fv_uv=4400000 cv_cnt=0 ov_cnt=0
[24085.552632] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[24085.552636] google_battery: MSC_VOTE fv_uv=4400000 cc_max=0 update_interval=-1
[24085.552663] google_charger: MSC_CHG fv_uv=4400000, cc_max=0, rerun in 2000 ms (0)
[24086.278330] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e50272000
[24086.278350] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e50273000
[24086.278368] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e4482d000
[24086.278384] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e4482e000
[24086.278402] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e4482f000
[24086.278421] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44830000
[24086.278437] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44831000
[24086.278454] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44832000
[24086.278470] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44833000
[24086.278486] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44834000
[24086.278502] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44835000
[24086.278519] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44836000
[24086.278535] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44837000
[24086.278552] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44838000
[24086.278569] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44839000
[24086.278573] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44a14000
[24086.278652] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44a15000
[24086.278665] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44a16000
[24086.278675] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44a17000
[24086.278685] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44a18000
[24086.278698] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44a19000
[24086.278715] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44a1a000
[24086.848971] msm_vidc: info: Opening video instance: 0000000000000000, 1
[24086.852213] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1009): QC_IMAGE_VERSION_STRING=VIDEO.IR.1.2-00024-PROD-1
[24086.852221] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24086.852225] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1012): BUILD_TIME: Sep 12 2019 06:11:37
[24086.852232] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24086.852284] msm_vidc:  err: This control 980928 is not supported yet
[24086.854519] msm_vidc:  err: This control 980928 is not supported yet
[24086.854553] msm_vidc:  err: This control 980927 is not supported yet
[24086.870285] msm_vidc:  err: This control 980927 is not supported yet
[24086.874750] msm_vidc: info: Opening video instance: 0000000000000000, 1
[24086.875783] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1009): QC_IMAGE_VERSION_STRING=VIDEO.IR.1.2-00024-PROD-1
[24086.875786] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24086.875789] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> VenusHostDriver_SetSysProperty(1012): BUILD_TIME: Sep 12 2019 06:11:37
[24086.875790] msm_vidc:   fw: <VFW_E:HostDr:unkn:--------:-> 
[24086.877621] msm_vidc:  err: This control 980928 is not supported yet
[24086.880618] msm_vidc:  err: This control 980928 is not supported yet
[24086.880635] msm_vidc:  err: This control 980927 is not supported yet
[24086.895172] msm_vidc:  err: This control 980927 is not supported yet
[24086.907167] swapout tgid 4053 pid 4053 name "am.android:mqtt" vma 7f2dae4000
[24086.907275] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6678c000
[24086.908029] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7ab0b000
